BlobsCSV,250,376,198,374,197,246,250,247
BlobsCSV,466,381,414,381,419,251,472,252,Results,31,30.78,30.86,31.5,0.95,-1.54
BlobsCSV,250,318,209,318,208,216,250,216
BlobsCSV,419,320,379,320,382,218,423,219,Results,39.5,39.43,39.32,39.88,-0.33,2.01
BlobsCSV,268,266,237,266,237,187,269,187
BlobsCSV,398,268,368,267,370,189,401,190,Results,51.5,51.61,51.61,51.58,-0.09,3.42
BlobsCSV,278,236,254,235,254,172,279,172
BlobsCSV,384,237,359,237,361,174,386,174,Results,63.5,63.99,64.13,63.84,0.0,-0.18
BlobsCSV,280,216,259,216,259,162,280,163
BlobsCSV,369,218,348,218,349,164,371,164,Results,75.5,75.47,74.22,74.93,-0.35,-0.28
BlobsCSV,280,200,262,200,262,153,280,154
BlobsCSV,357,201,339,201,340,155,358,155,Results,87.5,87.62,86.9,86.84,-0.68,10.16
BlobsCSV,290,184,274,184,274,143,290,143
BlobsCSV,358,186,343,186,343,145,359,145,Results,98.7,98.92,98.63,97.7,-0.23,-0.16
